	book	sentence_length	sentence	sentence_index
6127	All About Feelings	1	“Thanks!”	280
11854	Princess Mirror-Belle And The Dragon Pox	12	"“Now, it’s time to get dry and put our pyjamas back on."""	98
911	Oi Frog!	7	“Mules sit on stools,” said the cat.	13
11606	Harry and the Robots	13	So Harry slipped into the room - just him and the special robot.	36
13429	Who Will Save Us	9	This was a hard lesson for them he thought.	97
12028	The Ugly Duckling	1	“Quack.	7
6930	The Dinosaur That Pooped Christmas	18	But that wasn't enough, Danny still wanted more, He wanted much more than his toy box could store.	3
9145	Harry and the Dinosaurs go to School	3	“Ah,” said Harry.	49
13466	Jack Breaks The Beanstalk	19	But that summer the beanstalks grew taller... taller... ... and taller, and until they were higher than Jack’s house!	9
6017	All About Feelings	17	These fizzy feelings can EXPLODE out in ways that hurt or upset other people, or hurt you.	170
6366	All Year Round	12	When rain does fall, t oh te ef ro are ns it	53
2727	An Alphabet Of Stories	13	Anything over three feet in the air was a bit much for him.	4
1345	The Enormous Crocodile	13	The Enorm ous Crocodile laughed out loud and disappeared into the thick jungle.	78
1444	The Enormous Crocodile	7	"""Now for Clever Trick Num ber Two!”"	177
5061	Wake Up, Sleeping Beauty	7	But Beauty’s mum and dad weren’t sure.	9
9375	Snow White, Star Striker	4	“Over here!” called Goldilocks.	47
3499	Lost in Snow	14	“They’ll lead you home again - but hurry, or they’ll be covered in snow.”	32
6104	All About Feelings	2	it's ok.	257
13411	Who Will Save Us	12	"That is a very important question,"" replied Old Wise ""Let me explain."""	79
6648	Hippo Owns Up	8	She said it was a very good one.	69
9666	Eleanor Won't Share	7	"Aren’t you having fun sharing with me?"""	18
6556	All Year Round	18	museum with a collection of natural Lea rn about bulbs on pages 28- things on pages 18-19. 29.	243
2422	The Way Home For Wolf	3	I am big!	5
10347	Wiggling Worms At Work	10	Worms pick leaves with pointed ends rather than round ones.	52
9736	Romp in the Swamp	8	In went some cushions, in went some boxes.	24
2732	An Alphabet Of Stories	8	g each other for reasons neither could remember.	9
80	Sugarlump and the Unicorn	14	"""But I have a better wish for you,"" Came the voice of the unicorn."	50
13191	The Squirrels Who Squabbled	9	It binged on the nose of a slumbering bear!	43
12239	Grandma Bird	11	He hopped from rock to rock and pattered over wet sand.	11
9894	Superworm	6	The wizard waves his magic flower.	30
11218	Farmer Duck	7	“How goes the work?” called the farmer.	9
13212	The Squirrels Who Squabbled	8	Bruised and bedraggled, they swept past dry land.	64
335	Sing A Song Of Bottoms	12	Let’s hear you… Sing a song of bottoms, cos everybody’s got ‘em.	14
9642	Father Christmas Needs A Wee	9	An elf with a gift appears by the door.	37
8396	Knock Knock Alien	7	We veer off in a deadly spin.	47
9734	Romp in the Swamp	9	Then Charlie went off and found a big basket.	22
12492	What The Ladybird Heard Next	93	Once upon a farm lived a ladybird, And these are the things that she saw and heard: The cow in her shed, the horse in his stall, The cats who purred on the garden wall, The barn full of straw, the field full of sheep, The kennel where the dog lay fast asleep, The fish in the pond, the drake and the duck, The hive of bees and the heap of muck, The hog in his sty, the goose in her pen, And the coop which was home to the fat red hen.	0
4802	The Smeds and The Smoos	15	Bill pressed the button, and Janet steered… When their families woke, they had both disappeared!	43
1572	Harry and the Dinosaurs Go Wild	14	It was a long drive to the safari park but it was worth it.	0
9683	Eleanor Won't Share	11	Soon, they stopped playing with the dressing-up clothes, and with Eleanor.	35
12274	We're Going On A Lion Hunt	3	We’re not scared.	2
879	Kipper's Toybox	11	Then he began to wriggle back the way he had come.	41
4084	Elmer in the Snow	14	The elephants rushed forward and roared with laughter as they played in the snow.	20
12102	Room on the Broom	11	They searched for the bow but no bow could be found.	16
3477	Lost in Snow	10	Sam and Sheba skidded and slid across the icy farmyard.	10
1509	The Enormous Crocodile	2	Look out!	242
1896	Tabby McTat	7	Now Tabby McTat was a home-loving cat.	46
13676	Jack and the Beanstalk	12	BOOM, and with it a voice low and loud . . .	50
2973	The Dinosaur Department Store	13	Come with me on my magical tour of the dazzling Dinosaur Department Store!”	19
8158	Little Red Riding Hood	1	Yuk!”	19
7433	Careful Santa!	8	“It’s far too windy to play up there.	76
9317	The Paper Dolls	16	But along came a boy with a pair of scissors and he said, “I’ll SNIP you!”	22
7853	The Runaway Pea	3	Climb, little pea!	10
1654	Open Very Carefully, A Book With Bite!	3	Perhaps it’s escaped?	6
1845	Elmer and Grandpa Eldo	12	"""Yes,” chuckled Eldo, ""and I was so happy that you did, too."	82
4742	Ruby's Worry	21	The worry became the only thing that Ruby could think about, and it seemed like she would never feel happy again.	25
111	The Gruffalo	8	Come and have tea in my treetop house.”	21
4740	Ruby's Worry	9	It filled up half of the school bus ...	23
4549	The Same But Different Too	2	I'm alone.	38
472	The Troll	5	“They’re sandy,” said Percy Patch.	75
7603	The Jolly Postman or Other People's Letters	9	The story of a Fairytale Princess steT ph mer	67
8762	Santa to the Rescue	1	“Hurry!”	12
12872	The Gruffalo's Child	3	Tell us, Dad.	7
8959	How The Grinch Stole Christmas	20	AT h dha ht p’ eIs dsa dsmn ho dpi e.ls ae r, M” dg r oSi un nn ded	140
11256	Farmer Duck	5	and he never came back.	47
8511	Boogie Bear	3	“Yes you are.	66
11306	Supertato	1	GASP!	40
4826	The Smeds and The Smoos	19	(They’d got lost and flown home again, only to find That all of the others had left them behind.)	67
8131	Kipper's A to Z	12	He took out the interesting insect and said… Xx is for Xugglybug!	83
13363	Who Will Save Us	12	"""Do we have m uch fun asked Splash, whilst she danced about."	31
13031	One Snowy Night	11	In the middle of the park there is a little hut.	4
11267	Supertato	3	Don’t believe me?	1
5503	Ten in the Bed and Other Counting Rhymes	29	(you can carry on until you get to ten) One Step, Two Step One step, two step, find my teddy bear, Three step, four step, going up the stair.	216
12896	The Gruffalo's Child	5	Whose are these claw marks?	31
1183	Santa is Coming to Devon	6	"Santa,"" said the little old elf."	15
5985	All About Feelings	13	Jumbled up feelings We don't always feel just one thing at a time.	138
13328	Knock Knock Pirate	7	And now I suppose they’ve sailed away?”	102
2861	The Owl's Lesson	11	“I thought you would have gone with your friends and relations.”	17
4832	The Smeds and The Smoos	10	But no— That baby was purple, from head to toe!	73
5217	The Bumblebear	17	They gave him a big pot of honey, and the Queen presented him with a special award.	62
3614	Monkey Needs to Listen	4	"“Monkey needs to listen!"""	64
11264	Farmer Duck	7	Which told the duck the whole story.	55
2108	The Owl Who Was Afraid Of The Dark	5	Plop landed with a somersault.	5
4308	The Enormous Turnip	6	“Let’s try once more,” he said.	36
7894	The Runaway Pea	38	So if you should ever hear POP, PING or SPLAT, or a SPLOSH in the sink, or a YOW from the cat, or a RAPPERTY TAP in the cupboard, then please... Don’t Panic, it’s only those runaway peas!	51
12897	The Gruffalo's Child	4	Where do they go?	32
14114	Monkey Puzzle	3	“No, no, no!	81
10143	The Smartest Giant in Town	9	George left his old clothes behind in the shop.	7
6494	All Year Round	18	Spot migrating birds You can often identify birds by the way they behave or the way they fly.	181
11856	Princess Mirror-Belle And The Dragon Pox	4	“The cure hasn’t worked.”	100
9699	Eleanor Won't Share	7	Then she took off the cowboy hat.	51
10212	The Smartest Giant in Town	7	George took a closer look... “My gown!”	76
11707	Where's My Cuddle	9	“I gave it to the princess,” said the knight.	22
7995	Zog and the Flying Doctors	11	Then the team of flying doctors sped away into the storm.	29
10370	Wiggling Worms At Work	12	But they are fully developed worms and live completely on their own.	75
4127	Sharing A Shell	22	One crab, safe in his shell, Under the summer sun, Roaming all over the rock pool In his wonderful home for one.	14
4783	The Smeds and The Smoos	13	"I’ll say again what I’ve always said: Never, never play with a Smed."""	24
6978	Lion's in a Flap	8	On Friday, Miss Bird had some exciting news.	9
13903	Cinder the Bubble-Blowing Dragon	14	They thought bubbles were much better than fire, but the King was not amused-	15
6499	All Year Round	19	Finding we way Each year, animals, birds and insects find their way across thousands of kilometres of land sea.	186
5257	Mole Hill	11	Loader dug in deep and slow, down into the earth below.	35
5923	All About Feelings	4	“La di da da!”	76
8998	The Bad-Tempered Ladybird	12	But just then a bad-tempered ladybird flew in from th e right.	4
12472	The Singing Mermaid	2	Sticker Jigsaw	35
7785	The Storm Whale	16	Noi was worried that his dad would be angry about having a whale in the bath.	16
8559	Boogie Bear	5	“In truth, we were frightened.	114
12140	Room on the Broom	9	The dragon drew back and he started to shake.	54
13756	The Christmas Extravaganza Hotel	2	The tree!	9
3219	The Rescue Party	22	The little rabbit wasn’t quite sure what to do, so she tied it tightly to the log that she was sitting on.	50
9554	Elmer and the Wind	2	COME BACK!	26
2186	The Owl Who Was Afraid Of The Dark	5	“A telescope,” said the man.	83
6176	The Lighthouse Keeper's Lunch	22	A Mixed Seafood Salad, A Lighthouse Sandwich, Cold Chicken Garni, Sausages and Crisps, Peach Surprise, Iced Sea Biscuits, Drinks and Assorted Fruit.	12
416	The Troll	19	Pirates are supposed to dig for treasure, and these pirates had a treasure map with a rhyme on it.	19
6189	The Lighthouse Keeper's Lunch	10	“They are a brazen lot, those seagulls,” said Mrs Grinling.	25
1193	Santa is Coming to Devon	12	"“Oh well, never mind,"" said Santa, giving the reindeer a little wink."	25
45	Sugarlump and the Unicorn	1	ih	15
4991	She Rex	3	I know best.	14
11850	Princess Mirror-Belle And The Dragon Pox	19	In fact she likes me to splash it so much that the whole bathroom is like a paddling pool.	94
976	Elmer and the Lost Teddy	7	If I find it, I’ll call you.”	32
11484	The Duchess and Guy	9	Could Guy help Lupo round up the royal children?	17
12124	Room on the Broom	10	Down fell the cat and the dog and the frog.	38
5568	Dragon Post	7	And my dragon tried to be quiet.	60
1578	Harry and the Dinosaurs Go Wild	16	Sam asked him if they had pandas but the man said no, they were endangered animals.	6
9257	Night Monkey Day Monkey	3	“Listen to that!	13
12357	The Wheels on the Bus	15	The CrOC on the bus goes SNAP SNAP SNAP, SNAP SNAP SNAP, SNAP SNAP SNAP.	21
2963	The Dinosaur Department Store	6	“I know just the right place.”	9
6742	Elmer on Stilts	6	Elmer went for a thinking walk.	8
5614	Dragon Post	7	I hoped he would never forget me.	106
1584	Harry and the Dinosaurs Go Wild	15	People kept hunting them so there were only a few left in the whole world.	12
13136	One Snowy Night	8	and the ducks were all safely hidden away.	109
13167	The Squirrels Who Squabbled	1	The.	19
11437	Can't You Sleep Little Bear	25	“Can’t you sleep, Little Bear?” groaned Big Bear, putting down his Bear Book (with just two pages to go) and padding over to the bed.	51
12118	Room on the Broom	7	The witch tapped the broomstick and whoosh!	32
13999	The Truth According to Arthur	16	So when his friend Lula asked him what had happened, Arthur tried STRETCHING The Truth instead.	11
11644	You Can't Take An Elephant On The Bus	9	No, leave monkey at home when you go out.	7
1975	Harry and the Dinosaurs at the Museum	10	‘Never mind,” said Harry, “it’s your turn to do studying.	55
3912	Doug The Bug That Went Boing	8	One day they were playing Berry Ball when...	2
5838	The Gingerbread Man	7	“I’m getting wet!” said the gingerbread man.	42
12150	Room on the Broom	8	“Without you I’d be in that dragon’s inside.”	64
6071	All About Feelings	9	Saturday Excited because it's Aran 's BIRTHDAY PARTY TODAY!	224
11957	We're Going on a Bear Hunt	2	A snowstorm!	63
13671	Jack and the Beanstalk	20	Now Jack had good reason to believe in magic; the old man had been right about the beans after all.	45
11042	After the Storm	9	First he took them to the pine w ood.	39
8877	How The Grinch Stole Christmas	10	h e m cha ud ce la dq ,u aic	58
2840	An Alphabet Of Stories	9	Zz Zeppelin Edmund the astronaut has made some progress.	117
4696	The Snail and the Whale	4	Then, “I’ve got it!”	34
7275	The Book With No Pictures	4	it is so... silly!	60
5743	Scruffy Bear and the Six White Mice	9	“Quick, curl up again, curl up!” whispered Scruffy Bear.	32
6266	Dogs Don't Do Ballet	3	“No,” says Dad.	36
8371	Knock Knock Alien	1	“Quick!	22
11770	Princess Mirror-Belle And The Dragon Pox	4	And so have you.	14
13046	One Snowy Night	6	It looked very cold and miserable.	19
6660	Hippo Owns Up	6	Everyone took a bit of cake.	81
37	Sugarlump and the Unicorn	6	"This is the life for me!"""	7
576	The Storm Whale In Winter	4	Noi quickly clambered aboard.	20
8674	The Teeny Weeny Tadpole	1	Splish!	1
3988	Doug The Bug That Went Boing	8	No, no, it’s definitely my turn,” said Trevor	78
713	Mind Your Manners	17	There’s no need to go squashing each other, Just like you, we all need our own space.	20
13606	The Snowiest Christmas Ever	4	“Great idea!” agreed Papa.	85
7474	Norman The Slug With The Silly Shell	3	never been happier.	21
2335	Shark In The Dark	8	Don’t worry Tim, there’s no need to scream.	33
6746	Elmer on Stilts	3	“Sorry,” said Elmer.	12
7054	Lion's in a Flap	4	But Lion wasn't worried.	85
881	Kipper's Toybox	2	Kipper followed.	43
567	The Storm Whale In Winter	9	It was his dad - it had to be!	11
12900	The Gruffalo's Child	4	Down flew the creature.	35
